ESTADO,MUNICíPIO,VOTOS VALIDOS,VOTOS VALIDOS PERCENTUAL,VOTOS BRANCOS,VOTOS BRANCOS PERCENTUAL,VOTOS NULOS,VOTOS NULOS PERCENTUAL,ABSTENÇÕES,ABSTENÇÕES PERCENTUAL
RS,Ijuí,51335,100.01,750,1.43,571,1.08,12149,18.75
RS,Ilópolis,2868,100.00000000000001,71,2.38,46,1.54,592,16.55
RS,Imbé,14819,100.00000000000001,251,1.64,231,1.51,5429,26.19
RS,Imigrante,2084,100.00999999999999,48,2.18,68,3.09,484,18.03
RS,Independência,4536,100.0,71,1.52,44,0.95,826,15.08
RS,Inhacorá,1571,99.99,18,1.12,19,1.18,370,18.71
RS,Ipê,4449,99.98,81,1.75,81,1.76,857,15.67
RS,Ipiranga do Sul,1636,100.00000000000001,21,1.25,29,1.72,274,13.98
RS,Iraí,4643,100.0,101,2.09,101,2.08,1640,25.29
RS,Itaara,3464,100.0,49,1.38,39,1.10,713,16.72
RS,Itacurubi,2083,100.0,35,1.63,25,1.17,535,19.98
RS,Itapuca,1425,99.99999999999999,28,1.88,41,2.74,289,16.21
RS,Itaqui,19370,100.01,285,1.43,256,1.29,7988,28.63
RS,Itati,2599,99.99000000000001,42,1.56,45,1.68,589,17.98
RS,Itatiba do Sul,2906,99.98,30,1.01,40,1.34,514,14.73
RS,Ivorá,1458,100.02,27,1.78,34,2.24,345,18.51
RS,Ivoti,14030,99.99000000000001,204,1.40,310,2.13,1738,10.67
RS,Jaboticaba,2590,100.01,38,1.43,45,1.68,565,17.45
RS,Jacuizinho,1653,100.00000000000001,25,1.48,11,0.65,276,14.05
RS,Jacutinga,2369,100.00999999999999,76,3.05,50,2.00,433,14.79
RS,Jaguarão,15351,99.99999999999999,348,2.18,288,1.80,4863,23.32
RS,Jaguari,6900,99.99000000000001,241,3.32,125,1.72,1362,15.79
RS,Jaquirana,2597,100.02000000000002,70,2.56,73,2.66,751,21.51
RS,Jari,2233,99.99000000000001,90,3.81,41,1.73,459,16.26
RS,Jóia,5155,99.99,72,1.36,59,1.12,873,14.17
RS,Júlio de Castilhos,11991,100.01999999999998,188,1.53,132,1.07,2767,18.35
RS,Lagoa Bonita do Sul,1862,99.97999999999999,31,1.62,26,1.35,417,17.85
RS,Lagoa Vermelha,15991,100.02,400,2.40,222,1.34,3541,17.57
RS,Lagoa dos Três Cantos,1343,99.99,21,1.52,18,1.30,219,13.68
RS,Lagoão,3652,100.01,92,2.42,59,1.55,788,17.16
RS,Lajeado,50004,100.01000000000002,914,1.76,905,1.75,11424,18.06
RS,Lajeado do Bugre,1566,100.0,20,1.24,26,1.61,387,19.36
RS,Lavras do Sul,4306,99.98999999999998,104,2.31,89,1.98,968,17.71
RS,Liberato Salzano,3413,100.01,113,3.15,51,1.43,829,18.82
RS,Lindolfo Collor,3756,100.00000000000001,79,2.01,109,2.76,618,13.55
RS,Linha Nova,1161,100.00000000000001,21,1.74,25,2.07,237,16.41
RS,Maçambará,2985,99.98999999999998,38,1.24,27,0.89,903,22.84
RS,Machadinho,3829,100.00000000000001,77,1.93,80,2.01,685,14.66
RS,Mampituba,2352,100.00000000000001,38,1.57,33,1.36,430,15.07
RS,Manoel Viana,4253,99.98999999999997,69,1.57,60,1.37,1111,20.23
RS,Maquiné,4744,100.00999999999999,91,1.85,79,1.61,908,15.60
RS,Maratá,1949,99.97999999999998,28,1.38,43,2.13,303,13.04
RS,Marau,25600,100.0,535,2.02,384,1.45,5403,16.93
RS,Marcelino Ramos,3145,100.0,48,1.48,46,1.42,599,15.61
RS,Mariana Pimentel,2803,99.99999999999999,60,2.06,46,1.58,632,17.85
RS,Mariano Moro,1746,100.0,47,2.59,19,1.05,343,15.92
RS,Marques de Souza,2805,100.01000000000002,48,1.64,59,2.03,567,16.30
RS,Mata,3096,99.99000000000001,118,3.61,59,1.80,791,19.46
RS,Mato Castelhano,2287,100.00000000000001,18,0.77,16,0.69,421,15.35
RS,Mato Leitão,3218,100.0,79,2.35,64,1.90,564,14.37
RS,Mato Queimado,1309,100.00000000000001,19,1.42,17,1.26,270,16.72
RS,Maximiliano de Almeida,3158,99.99,82,2.47,68,2.06,696,17.38
RS,Minas do Leão,4924,99.99000000000001,105,2.06,85,1.66,1147,18.32
RS,Miraguaí,3471,100.01000000000002,51,1.44,36,1.01,635,15.14
RS,Montauri,1189,99.99000000000001,28,2.26,22,1.78,236,16.00
RS,Monte Alegre dos Campos,2386,100.0,68,2.73,32,1.29,772,23.70
RS,Monte Belo do Sul,2534,100.00000000000001,34,1.31,36,1.38,405,13.46
RS,Montenegro,36544,99.99,781,2.05,723,1.90,10380,21.43
RS,Mormaço,2189,100.01,34,1.51,36,1.59,437,16.21
RS,Morrinhos do Sul,2570,99.99,41,1.55,45,1.69,414,13.49
RS,Morro Redondo,4047,100.00999999999999,163,3.76,118,2.73,948,17.97
RS,Morro Reuter,4487,99.99,73,1.56,103,2.21,690,12.89
RS,Mostardas,6767,99.99999999999999,149,2.11,174,2.45,1837,20.58
RS,Muçum,3364,99.99999999999999,88,2.51,54,1.54,611,14.84
RS,Muitos Capões,2103,100.00999999999999,55,2.51,29,1.33,533,19.60
RS,Muliterno,1658,100.00000000000001,54,3.11,24,1.38,363,17.29
RS,Não-Me-Toque,10882,100.00999999999999,163,1.46,127,1.14,1948,14.85
RS,Nicolau Vergueiro,1739,100.01,31,1.73,19,1.06,406,18.50
RS,Nonoai,7409,99.98000000000003,126,1.64,109,1.43,1816,19.20
RS,Nova Alvorada,2293,100.0,53,2.21,56,2.33,340,12.40
RS,Nova Araçá,3200,100.0,54,1.63,60,1.81,682,17.07
RS,Nova Bassano,6008,100.00999999999998,114,1.84,82,1.32,899,12.66
RS,Nova Boa Vista,1703,100.0,35,1.98,25,1.42,228,11.45
RS,Nova Bréscia,2282,100.00000000000001,21,0.90,33,1.41,387,14.21
RS,Nova Candelária,2185,100.00000000000001,59,2.57,56,2.43,229,9.05
RS,Nova Esperança do Sul,3341,100.00000000000001,118,3.31,113,3.16,669,15.77
RS,Nova Hartz,11923,100.01,224,1.81,221,1.79,2080,14.40
RS,Nova Pádua,1991,100.00999999999999,19,0.93,35,1.71,354,14.76
RS,Nova Palma,4246,99.99999999999999,61,1.40,60,1.37,797,15.43
RS,Nova Petrópolis,13944,100.00000000000001,221,1.52,344,2.37,2565,15.02
RS,Nova Prata,15405,99.99000000000002,251,1.58,261,1.64,2519,13.66
RS,Nova Ramada,1685,100.01000000000002,23,1.33,23,1.33,289,14.31
RS,Nova Roma do Sul,2564,100.01,54,2.01,63,2.35,380,12.41
RS,Nova Santa Rita,14739,100.01,269,1.77,206,1.35,3638,19.30
RS,Novo Barreiro,3042,100.0,61,1.93,50,1.59,456,12.64
RS,Novo Cabrais,2977,99.99999999999997,63,2.04,50,1.62,573,15.64
RS,Novo Hamburgo,139441,99.99000000000002,2559,1.77,2673,1.85,36244,20.03
RS,Novo Machado,2621,100.01000000000002,29,1.08,28,1.05,465,14.79
RS,Novo Tiradentes,1504,99.99999999999999,25,1.61,19,1.23,299,16.19
RS,Novo Xingu,1300,99.99,24,1.80,8,0.60,255,16.07
RS,Osório,28177,100.0,577,1.97,538,1.84,7890,21.22
RS,Paim Filho,3145,99.99999999999999,42,1.30,44,1.36,601,15.68
RS,Palmares do Sul,7910,100.00000000000001,122,1.50,130,1.59,2697,24.84
RS,Palmeira das Missões,19324,100.03,289,1.46,249,1.25,4137,17.24
RS,Palmitinho,4956,99.99000000000002,74,1.46,68,1.33,814,13.77
RS,Panambi,25799,99.99000000000001,377,1.42,331,1.25,5294,16.65
RS,Pantano Grande,6480,100.00999999999999,106,1.59,91,1.36,1566,19.00
RS,Paraí,4994,99.99999999999999,136,2.61,77,1.48,911,14.89
RS,Paraíso do Sul,4433,100.0,96,2.09,63,1.37,735,13.80
RS,Pareci Novo,2775,100.00000000000001,46,1.61,43,1.50,437,13.24
RS,Parobé,31243,100.01000000000002,603,1.85,752,2.31,6895,17.46
RS,Passa Sete,3036,99.99,89,2.82,38,1.20,596,15.86
RS,Passo Fundo,117740,100.01000000000002,1964,1.62,1469,1.21,29212,19.42
RS,Passo do Sobrado,4207,99.98999999999998,91,2.09,63,1.44,598,12.06
RS,Paulo Bento,1775,100.00000000000001,30,1.64,27,1.47,220,10.72
RS,Paverama,4700,99.99,82,1.68,108,2.21,959,16.40
RS,Pedras Altas,1535,100.01,16,1.02,13,0.83,436,21.80
RS,Pedro Osório,5238,99.99999999999999,98,1.80,86,1.59,1542,22.14
RS,Pejuçara,2557,100.00000000000003,34,1.30,30,1.14,470,15.21
RS,Pelotas,193552,100.02000000000001,4247,2.09,5088,2.51,45798,18.42
RS,Picada Café,3655,100.0,62,1.63,93,2.44,650,14.57
RS,Pinhal,1944,99.99000000000002,21,1.06,29,1.45,321,13.87
RS,Pinhal Grande,2841,100.00000000000001,57,1.94,36,1.23,660,18.36
RS,Pinhal da Serra,1842,99.99999999999999,46,2.42,17,0.89,565,22.87
RS,Pinheirinho do Vale,3050,100.01999999999998,46,1.47,46,1.46,524,14.29
RS,Pinheiro Machado,7254,99.99,218,2.85,191,2.49,2465,24.34
RS,Pinto Bandeira,1965,100.0,28,1.37,45,2.21,366,15.22
RS,Pirapó,1659,99.99000000000001,23,1.35,30,1.75,573,25.08
RS,Piratini,11355,99.99999999999999,336,2.82,204,1.72,2887,19.53
RS,Planalto,6199,100.01,134,2.08,113,1.75,1574,19.63
RS,Poço das Antas,1638,100.00000000000003,33,1.95,26,1.53,299,14.98
RS,Pontão,2757,100.0,39,1.38,28,0.99,496,14.94
RS,Ponte Preta,1537,100.00999999999998,27,1.71,15,0.95,205,11.49
RS,Portão,20003,99.99000000000001,402,1.92,465,2.23,4521,17.81
RS,Porto Alegre,827993,100.0,13601,1.59,14743,1.72,248383,22.48
RS,Porto Lucena,3149,99.99000000000001,52,1.61,34,1.05,695,17.68
RS,Porto Mauá,1828,99.99999999999999,32,1.70,18,0.96,369,16.42
RS,Porto Vera Cruz,1373,100.00000000000001,14,0.99,23,1.63,282,16.67
RS,Porto Xavier,6319,100.01,101,1.55,102,1.56,1200,15.54
RS,Pouso Novo,1364,100.00000000000001,21,1.50,18,1.28,228,13.98
RS,Presidente Lucena,2163,99.98999999999998,37,1.63,73,3.21,247,9.80
RS,Progresso,4205,100.0,59,1.37,62,1.43,607,12.30
RS,Protásio Alves,1564,100.0,50,3.04,28,1.71,237,12.61
RS,Putinga,2894,99.99999999999999,74,2.46,43,1.43,867,22.36
RS,Quaraí,13309,100.00999999999999,214,1.57,148,1.08,4010,22.68
RS,Quatro Irmãos,1367,99.99999999999999,18,1.28,24,1.70,226,13.82
RS,Quevedos,1832,100.0,45,2.35,34,1.78,432,18.44
RS,Quinze de Novembro,3019,99.99,28,0.90,40,1.30,523,14.49
RS,Redentora,5058,100.0,59,1.15,43,0.83,1578,23.42
RS,Relvado,1590,99.99,22,1.33,32,1.95,396,19.41
RS,Restinga Sêca,9937,100.00000000000001,213,2.07,138,1.34,2123,17.11
RS,Rio Grande,113290,99.99999999999999,2345,1.98,2694,2.28,37848,24.23
RS,Rio Pardo,22309,99.99000000000002,514,2.22,342,1.48,6633,22.26
RS,Rio dos Índios,2264,100.00000000000001,62,2.63,28,1.19,557,19.13
RS,Riozinho,3277,100.00000000000001,73,2.12,78,2.28,588,14.64
RS,Roca Sales,6474,100.01000000000002,142,2.11,125,1.85,989,12.79
RS,Rodeio Bonito,4258,99.98999999999998,50,1.15,44,1.01,742,14.57
RS,Rolador,1890,99.99999999999999,40,2.05,22,1.13,389,16.62
RS,Rolante,13421,99.99000000000002,249,1.79,226,1.63,2320,14.31
RS,Ronda Alta,6124,99.98999999999998,91,1.45,48,0.77,1040,14.24
RS,Rondinha,3815,100.00000000000001,89,2.25,54,1.36,657,14.24
RS,Roque Gonzales,4486,100.00999999999998,82,1.77,72,1.55,746,13.85
RS,Rosário do Sul,23004,100.0,397,1.68,295,1.24,8386,26.14
RS,Sagrada Família,1813,100.0,31,1.66,18,0.97,388,17.24
RS,Saldanha Marinho,2267,99.98000000000002,35,1.50,30,1.29,332,12.46
RS,Salto do Jacuí,6264,100.00999999999999,118,1.82,90,1.39,1532,19.14
RS,Salvador das Missões,2217,100.01,48,2.08,43,1.86,313,11.94
RS,Salvador do Sul,4617,100.0,96,1.99,95,1.98,668,12.20
RS,Sananduva,10729,99.99999999999999,265,2.38,144,1.29,2093,15.82
RS,Sant'Ana do Livramento,50558,100.01,986,1.89,585,1.12,21529,29.23
RS,Santa Bárbara do Sul,5555,100.01,119,2.08,54,0.94,1224,17.61
RS,Santa Cecília do Sul,1516,100.0,35,2.24,17,1.08,252,13.85
RS,Santa Clara do Sul,4398,99.99,97,2.09,136,2.94,715,13.37
RS,Santa Cruz do Sul,83339,100.00000000000001,1697,1.97,1474,1.70,19096,18.08
RS,Santa Margarida do Sul,2102,99.99999999999999,36,1.66,28,1.29,462,17.58
RS,Santa Maria,160245,99.99000000000001,2997,1.81,2489,1.50,43921,20.95
RS,Santa Maria do Herval,4434,100.0,106,2.26,157,3.34,472,9.13
RS,Santa Rosa,46330,100.00000000000001,626,1.32,533,1.12,10189,17.67
RS,Santa Tereza,1446,100.00999999999999,30,2.00,28,1.86,220,12.76
RS,Santa Vitória do Palmar,17175,100.01000000000002,332,1.87,298,1.67,6724,27.41
RS,Santana da Boa Vista,4771,100.0,215,4.23,98,1.93,1356,21.06
RS,Santiago,29958,99.99000000000001,650,2.09,446,1.44,9898,24.17
RS,Santo Ângelo,45804,100.0,740,1.57,540,1.15,13883,22.77
RS,Santo Antônio da Patrulha,25584,100.02,670,2.51,484,1.81,7289,21.42
RS,Santo Antônio das Missões,6628,100.01000000000002,124,1.82,85,1.24,1822,21.04
RS,Santo Antônio do Palma,1607,100.0,34,2.05,20,1.20,262,13.62
RS,Santo Antônio do Planalto,1748,99.99,18,1.01,19,1.06,255,12.50
RS,Santo Augusto,8925,99.99000000000001,123,1.34,139,1.51,2025,18.06
RS,Santo Cristo,10759,100.00000000000001,152,1.37,140,1.27,1879,14.53
RS,Santo Expedito do Sul,1818,100.0,49,2.59,26,1.37,317,14.34
RS,São Borja,35333,100.01000000000002,494,1.36,424,1.17,12197,25.18
RS,São Domingos do Sul,2121,100.01,65,2.90,53,2.37,385,14.67
RS,São Francisco de Assis,11259,100.01999999999998,348,2.95,201,1.70,2699,18.60
RS,São Francisco de Paula,12143,99.99,402,3.14,252,1.97,2836,18.14
RS,São Gabriel,33020,99.99000000000001,635,1.86,467,1.37,11492,25.19
RS,São Jerônimo,12171,100.02000000000002,309,2.43,244,1.92,2707,17.54
RS,São João da Urtiga,3383,100.0,140,3.90,69,1.92,534,12.94
RS,São João do Polêsine,2040,100.02,28,1.34,32,1.52,469,18.26
RS,São Jorge,2087,99.99999999999999,42,1.95,21,0.98,301,12.28
RS,São José das Missões,1796,100.01,26,1.41,25,1.35,344,15.70
RS,São José do Herval,1539,99.98,22,1.38,26,1.64,483,23.33
RS,São José do Hortêncio,3052,100.00999999999999,58,1.83,59,1.86,356,10.10
RS,São José do Inhacorá,1889,99.99999999999999,33,1.69,32,1.64,268,12.06
RS,São José do Norte,15833,100.00000000000003,502,3.00,408,2.44,3634,17.83
RS,São José do Ouro,4740,100.01,132,2.66,83,1.68,809,14.04
RS,São José do Sul,1645,99.99000000000001,49,2.82,43,2.48,211,10.83
RS,São José dos Ausentes,2356,100.00000000000001,34,1.41,32,1.32,698,22.37
RS,São Leopoldo,127340,99.99000000000001,2331,1.76,2253,1.71,35948,21.41
RS,São Lourenço do Sul,27270,100.00000000000001,567,2.00,493,1.74,7572,21.09
RS,São Luiz Gonzaga,19614,100.01,386,1.89,339,1.67,6607,24.52
RS,São Marcos,13364,100.00000000000001,274,1.95,393,2.80,2091,12.97
RS,São Martinho,4059,99.97999999999999,57,1.36,75,1.79,666,13.71
RS,São Martinho da Serra,2369,99.99000000000001,43,1.75,44,1.79,622,20.21
RS,São Miguel das Missões,4712,99.99999999999999,76,1.57,42,0.87,992,17.04
RS,São Nicolau,3215,100.00000000000001,69,2.06,68,2.03,737,18.02
RS,São Paulo das Missões,4295,100.0,55,1.25,57,1.29,816,15.62
RS,São Pedro da Serra,2638,100.0,60,2.17,71,2.56,356,11.39
RS,São Pedro das Missões,1276,100.0,31,2.35,15,1.13,267,16.80
RS,São Pedro do Butiá,2156,99.99,31,1.39,35,1.58,320,12.59
RS,São Pedro do Sul,10006,100.00000000000001,263,2.51,219,2.09,2263,17.75
RS,São Sebastião do Caí,13939,99.99000000000001,253,1.75,265,1.83,2665,15.56
RS,São Sepé,13495,100.01000000000003,262,1.88,183,1.31,3106,18.22
RS,São Valentim,2524,100.01,49,1.88,39,1.49,480,15.52
RS,São Valentim do Sul,1771,100.00000000000001,49,2.65,33,1.78,356,16.12
RS,São Valério do Sul,1741,99.99000000000001,10,0.57,26,1.46,477,21.16
RS,São Vendelino,1928,99.97999999999996,44,2.19,38,1.89,272,11.92
RS,São Vicente do Sul,5310,100.00999999999999,128,2.32,97,1.75,1670,23.18
RS,Sapiranga,49435,99.99000000000001,904,1.77,844,1.65,11008,17.70
RS,Sapucaia do Sul,78979,100.01,1594,1.94,1483,1.81,23590,22.33
RS,Sarandi,13897,100.01000000000002,194,1.36,139,0.98,2488,14.88
RS,Seberi,7473,100.00000000000001,128,1.67,79,1.03,1329,14.75
RS,Sede Nova,2046,99.99999999999999,23,1.10,35,1.66,305,12.66
RS,Segredo,4436,99.99999999999999,130,2.81,73,1.57,914,16.46
RS,Selbach,3625,100.00999999999999,56,1.50,45,1.21,649,14.83
RS,Senador Salgado Filho,2239,99.98,14,0.61,36,1.57,329,12.57
RS,Sentinela do Sul,3242,100.00000000000001,99,2.91,57,1.68,799,19.04
RS,Serafina Corrêa,10178,99.99999999999999,240,2.25,239,2.24,1862,14.87
RS,Sério,1651,100.00000000000001,43,2.50,32,1.85,281,14.00
RS,Sertão,4107,100.0,61,1.44,76,1.79,656,13.39
RS,Sertão Santana,4210,100.00000000000001,79,1.82,57,1.31,989,18.54
RS,Sete de Setembro,1487,99.99999999999999,31,2.02,18,1.17,258,14.38
RS,Severiano de Almeida,2782,100.01000000000002,74,2.55,53,1.82,530,15.41
RS,Silveira Martins,1771,100.00000000000001,33,1.80,35,1.90,391,17.53
RS,Sinimbu,5824,100.0,101,1.67,122,2.02,755,11.10
RS,Sobradinho,8709,99.99,192,2.12,151,1.67,2334,20.50
RS,Soledade,17466,100.00999999999999,275,1.53,291,1.61,3494,16.23
RS,Tabaí,3158,99.99000000000001,54,1.66,48,1.47,601,15.57
RS,Tapejara,14042,100.01,255,1.76,219,1.51,2540,14.89
RS,Tapera,6576,100.02,98,1.44,105,1.55,1196,15.00
RS,Tapes,8821,100.0,186,2.03,157,1.71,2258,19.77
RS,Taquara,32244,100.00000000000001,612,1.83,560,1.68,8522,20.32
RS,Taquari,15659,99.99999999999999,386,2.37,263,1.61,3154,16.21
RS,Taquaruçu do Sul,2281,99.99000000000001,56,2.36,40,1.68,341,12.55
RS,Tavares,3464,100.0,57,1.58,83,2.30,936,20.62
RS,Tenente Portela,8379,99.99,107,1.24,121,1.41,1800,17.30
RS,Terra de Areia,5959,100.01999999999997,116,1.88,104,1.68,1425,18.74
RS,Teutônia,20450,99.99000000000002,344,1.63,421,1.98,3813,15.23
RS,Tio Hugo,2129,99.99,39,1.77,26,1.19,332,13.14
RS,Tiradentes do Sul,3571,99.99000000000001,53,1.43,78,2.11,875,19.12
RS,Toropi,2175,100.01,69,3.02,41,1.79,391,14.61
RS,Torres,23165,100.0,476,1.96,625,2.58,7183,22.84
RS,Tramandaí,26333,100.0,499,1.83,445,1.63,10014,26.85
RS,Travesseiro,1668,100.00999999999999,27,1.56,30,1.74,235,11.99
RS,Três Arroios,2009,99.99999999999997,48,2.29,36,1.72,363,14.78
RS,Três Cachoeiras,6656,100.00999999999999,78,1.14,93,1.36,1042,13.24
RS,Três Coroas,14336,100.01000000000003,294,1.97,257,1.73,2615,14.94
RS,Três Forquilhas,2302,100.01,43,1.80,46,1.92,483,16.81
RS,Três Palmeiras,3184,99.99,68,2.07,33,1.00,598,15.40
RS,Três Passos,15145,100.02000000000001,226,1.45,287,1.83,2764,15.00
RS,Três de Maio,14971,100.00000000000001,250,1.62,192,1.25,2489,13.90
RS,Trindade do Sul,4176,99.99,67,1.56,67,1.55,813,15.87
RS,Triunfo,16886,100.0,329,1.87,348,1.98,4388,19.99
RS,Tucunduva,3945,100.0,32,0.79,68,1.68,711,14.95
RS,Tunas,2699,100.01,47,1.69,30,1.08,567,16.96
RS,Tupanci do Sul,1148,100.01000000000002,34,2.81,28,2.31,251,17.18
RS,Tupanciretã,12581,99.99,242,1.87,180,1.38,3273,20.11
RS,Tupandi,3609,100.0,72,1.93,53,1.42,504,11.89
RS,Tuparendi,5802,100.01,80,1.34,55,0.93,1170,16.46
RS,Turuçu,2673,99.99,61,2.19,53,1.90,615,18.08
RS,Ubiretama,1615,100.00000000000001,20,1.21,15,0.91,214,11.48
RS,União da Serra,1247,99.99999999999999,21,1.64,12,0.94,225,14.95
RS,Unistalda,2061,99.99999999999999,36,1.70,26,1.22,514,19.49
RS,Uruguaiana,61497,100.02,853,1.35,713,1.13,24629,28.09
RS,Vacaria,35358,100.00000000000001,811,2.21,567,1.54,10469,22.18
RS,Vale Real,3942,100.0,74,1.81,75,1.83,725,15.05
RS,Vale Verde,2429,99.99000000000001,71,2.79,46,1.81,548,17.71
RS,Vale do Sol,6769,99.99999999999999,183,2.59,119,1.68,1163,14.12
RS,Vanini,1645,100.00000000000001,60,3.47,26,1.50,295,14.56
RS,Venâncio Aires,42783,99.99,965,2.17,803,1.80,8949,16.73
RS,Vera Cruz,16006,100.01000000000002,337,2.03,319,1.91,1880,10.14
RS,Veranópolis,15073,100.02000000000004,325,2.08,286,1.82,2457,13.54
RS,Vespasiano Corrêa,1822,99.99,50,2.65,18,0.95,344,15.40
RS,Viadutos,3457,100.00999999999999,75,2.09,55,1.53,580,13.92
RS,Viamão,124315,99.98,3106,2.38,3047,2.34,32377,19.88
RS,Vicente Dutra,3037,100.0,41,1.32,38,1.22,679,17.89
RS,Victor Graeff,2069,100.00000000000001,41,1.93,14,0.66,384,15.31
RS,Vila Flores,2812,100.01000000000002,38,1.32,45,1.55,391,11.90
RS,Vila Lângaro,1809,100.0,38,2.04,21,1.12,267,12.51
RS,Vila Maria,2965,100.0,63,2.05,41,1.34,498,13.96
RS,Vila Nova do Sul,2829,100.0,82,2.77,43,1.46,829,21.91
RS,Vista Alegre,2122,99.99999999999999,32,1.48,12,0.55,309,12.48
RS,Vista Alegre do Prata,1320,100.01,16,1.18,29,2.12,233,14.58
RS,Vista Gaúcha,2109,100.0,24,1.09,58,2.65,456,17.23
RS,Vitória das Missões,2701,100.01,28,1.02,24,0.87,581,17.43
RS,Westfalia,2205,100.00999999999999,47,2.06,31,1.36,321,12.33
RS,Xangri-Lá,9639,99.99000000000001,123,1.25,122,1.23,2380,19.41
SC,Abdon Batista,2074,100.01,24,1.12,36,1.69,369,14.74
SC,Abelardo Luz,9444,100.0,117,1.21,132,1.36,3095,24.20
SC,Agrolândia,6571,100.01000000000002,98,1.44,120,1.77,1212,15.15
SC,Agronômica,3623,99.99,33,0.88,73,1.96,610,14.06
SC,Água Doce,4327,100.00999999999999,45,1.02,60,1.35,1014,18.62
SC,Águas Frias,2125,100.0,22,1.01,34,1.56,312,12.52
SC,Águas Mornas,5039,100.0,111,2.10,154,2.90,747,12.35
SC,Águas de Chapecó,3769,99.99999999999999,61,1.57,62,1.59,866,18.20
SC,Alfredo Wagner,6494,100.00000000000003,113,1.68,117,1.74,934,12.20
SC,Alto Bela Vista,1471,100.00999999999999,19,1.24,36,2.36,319,17.29
SC,Anchieta,4062,100.0,59,1.41,80,1.90,751,15.17
SC,Angelina,4235,99.98999999999998,79,1.80,77,1.75,587,11.79
SC,Anita Garibaldi,5535,100.00999999999999,126,2.18,110,1.91,1689,22.64
SC,Anitápolis,2609,100.00000000000003,47,1.73,63,2.32,424,13.49
SC,Antônio Carlos,7073,99.99000000000001,98,1.34,118,1.62,1038,12.47
SC,Apiúna,6431,100.00000000000001,115,1.72,137,2.05,1507,18.40
SC,Arabutã,3110,99.99000000000001,27,0.84,66,2.06,634,16.52
SC,Araquari,17986,99.99000000000002,275,1.48,276,1.49,5366,22.45
SC,Araranguá,40536,100.00999999999999,617,1.47,792,1.89,10884,20.60
SC,Armazém,5472,99.99999999999999,58,1.04,78,1.39,928,14.20
SC,Arroio Trinta,2592,99.99999999999997,28,1.05,51,1.91,502,15.82
SC,Arvoredo,2079,100.0,21,0.99,20,0.94,325,13.29
SC,Ascurra,4934,100.00000000000001,107,2.08,107,2.08,1199,18.89
SC,Atalanta,2442,100.01,31,1.24,38,1.51,385,13.29
SC,Aurora,4314,99.98999999999998,59,1.33,72,1.62,663,12.98
SC,Balneário Arroio do Silva,8397,100.01,115,1.33,155,1.79,2876,24.92
SC,Balneário Barra do Sul,7913,100.01000000000003,75,0.92,115,1.42,2741,25.28
SC,Balneário Camboriú,80800,99.99000000000002,843,1.02,1286,1.55,21779,20.80
SC,Balneário Gaivota,7758,100.01000000000002,88,1.10,171,2.13,2484,23.65
SC,Balneário Piçarras,14018,100.0,178,1.23,216,1.50,4028,21.84
SC,Balneário Rincão,9300,100.01,117,1.22,156,1.63,2842,22.89
SC,Bandeirante,2312,100.00000000000001,35,1.47,38,1.59,508,17.56
SC,Barra Bonita,1428,99.99999999999999,30,2.02,24,1.62,361,19.59
SC,Barra Velha,19110,100.00999999999999,306,1.54,365,1.85,7160,26.58
SC,Bela Vista do Toldo,4078,99.99,95,2.23,83,1.95,859,16.79
SC,Belmonte,1927,99.99000000000001,30,1.51,28,1.41,419,17.43
SC,Benedito Novo,6541,100.0,127,1.86,143,2.10,1430,17.35
SC,Biguaçu,41109,100.0,846,1.97,1126,2.61,9908,18.70
SC,Blumenau,208596,99.99,3101,1.43,5594,2.57,45809,17.41
SC,Bocaina do Sul,2576,100.0,22,0.83,36,1.37,493,15.77
SC,Bom Jardim da Serra,2805,100.0,45,1.55,56,1.93,713,19.70
SC,Bom Jesus,2033,100.01,18,0.87,21,1.01,429,17.15
SC,Bom Jesus do Oeste,1588,100.0,23,1.40,28,1.71,249,13.19
SC,Bom Retiro,5162,100.01,82,1.53,101,1.89,1140,17.58
SC,Bombinhas,12916,100.00999999999999,205,1.52,387,2.86,3371,19.97
SC,Botuverá,3648,100.0,79,2.06,101,2.64,486,11.27
SC,Braço do Norte,19878,100.02,317,1.54,338,1.65,4243,17.13
SC,Braço do Trombudo,2664,100.0,28,1.02,29,1.07,365,11.83
SC,Brunópolis,2250,100.0,31,1.34,35,1.51,455,16.42
SC,Brusque,76840,100.00000000000001,1108,1.39,1696,2.13,15130,15.96
SC,Caçador,40033,100.00999999999999,925,2.22,730,1.75,11992,22.34
SC,Caibi,4012,99.99,35,0.84,74,1.80,796,16.19
SC,Calmon,2356,99.99,38,1.56,44,1.80,764,23.86
SC,Camboriú,43146,100.00999999999998,728,1.63,892,1.99,12133,21.32
SC,Campo Alegre,7690,100.0,132,1.65,165,2.07,1810,18.48
SC,Campo Belo do Sul,4701,100.00000000000001,69,1.42,111,2.27,1093,18.30
SC,Campo Erê,5635,100.01,83,1.44,85,1.46,1421,19.67
SC,Campos Novos,20204,99.97999999999999,399,1.91,320,1.53,5723,21.48
SC,Canelinha,7241,100.01,125,1.66,175,2.32,1660,18.04
SC,Canoinhas,32493,100.00999999999999,738,2.18,529,1.57,9071,21.18
SC,Capão Alto,2298,99.97999999999999,37,1.56,40,1.68,548,18.75
SC,Capinzal,13591,99.99,260,1.84,275,1.95,3054,17.78
