ESTADO,MUNICíPIO,LULA VOTOS,LULA VOTOS PERCENTUAL,BOLSONARO VOTOS,BOLSONARO PERCENTUAL,CIRO VOTOS,CIRO VOTOS PERCENTUAL,TEBET VOTOS,TEBET VOTOS PERCENTUAL,OUTROS VOTOS,OUTROS VOTOS PERCENTUAL,ABSTENÇÕES,ABSTENÇÕES PERCENTUAL,VOTOS BRANCOS,VOTOS BRANCOS PERCENTUAL,VOTOS NULOS,VOTOS NULOS PERCENTUAL
PB,Boqueirão,7821,66.92,3255,27.85,309,2.64,235,2.01,1,0.01,2638,17.58,217,1.75,466,3.77
PB,Borborema,2576,76.51,616,18.3,74,2.2,66,1.96,0,0.0,978,21.50,56,1.57,148,4.14
PB,Brejo do Cruz,5514,69.39,1983,24.96,305,3.84,102,1.28,0,0.0,1900,18.50,88,1.05,339,4.05
PB,Brejo dos Santos,3335,71.69,1121,24.1,151,3.25,28,0.6,0,0.0,903,15.59,87,1.78,149,3.05
PB,Caaporã,8633,66.63,3743,28.89,241,1.86,281,2.17,0,0.0,2593,15.88,304,2.21,474,3.45
PB,Cabaceiras,2555,64.34,1131,28.48,200,5.04,67,1.69,0,0.0,690,14.19,72,1.73,128,3.07
PB,Cabedelo,19453,49.84,16630,42.61,1306,3.35,1335,3.42,6,0.02,10071,19.80,655,1.61,1103,2.70
PB,Cachoeira dos Índios,4870,83.36,742,12.7,162,2.77,43,0.74,0,0.0,1533,19.85,72,1.17,275,4.44
PB,Cacimba de Areia,2455,80.57,494,16.21,53,1.74,29,0.95,0,0.0,733,18.60,38,1.19,123,3.83
PB,Cacimba de Dentro,7392,74.52,2056,20.73,232,2.34,170,1.71,1,0.01,3206,23.22,117,1.11,563,5.31
PB,Cacimbas,3693,84.64,513,11.76,83,1.9,44,1.01,0,0.0,1616,25.86,77,1.66,192,4.15
PB,Caiçara,3188,69.47,1168,25.45,97,2.11,121,2.64,0,0.0,1357,21.78,57,1.17,227,4.66
PB,Cajazeiras,28685,78.49,6105,16.71,1185,3.24,429,1.17,3,0.01,7604,16.61,495,1.29,1148,3.01
PB,Cajazeirinhas,2353,80.33,464,15.84,61,2.08,32,1.09,0,0.0,775,20.19,20,0.66,115,3.75
PB,Caldas Brandão,3136,74.81,869,20.73,84,2.0,86,2.05,0,0.0,869,16.47,71,1.61,145,3.29
PB,Camalaú,4047,87.28,441,9.51,76,1.64,50,1.08,0,0.0,1069,17.95,65,1.33,185,3.79
PB,Campina Grande,118874,49.2,102633,42.48,9696,4.01,8327,3.45,25,0.01,40170,13.50,4863,1.89,10808,4.20
PB,Capim,3519,71.85,1085,22.15,119,2.43,146,2.98,0,0.0,1312,20.16,108,2.07,191,3.68
PB,Caraúbas,2678,77.83,597,17.35,95,2.76,60,1.74,0,0.0,573,13.78,46,1.28,97,2.71
PB,Carrapateira,1422,82.2,232,13.41,51,2.95,18,1.04,0,0.0,488,21.23,11,0.60,70,3.87
PB,Casserengue,3531,80.47,602,13.72,142,3.24,83,1.89,0,0.0,1343,22.34,70,1.50,210,4.50
PB,Catingueira,2842,73.21,821,21.15,118,3.04,83,2.14,0,0.0,1263,23.83,42,1.04,112,2.78
PB,Catolé do Rocha,12620,73.81,3665,21.44,544,3.18,188,1.1,1,0.01,3370,15.80,304,1.69,562,3.13
PB,Caturité,2998,74.54,773,19.22,141,3.51,86,2.14,0,0.0,688,13.92,76,1.79,155,3.64
PB,Conceição,8425,77.29,1987,18.23,328,3.01,86,0.79,0,0.0,2891,20.01,143,1.24,516,4.46
PB,Condado,3380,79.6,667,15.71,120,2.83,46,1.08,0,0.0,1032,18.69,40,0.90,205,4.56
PB,Conde,10649,60.45,6093,34.59,384,2.18,390,2.21,0,0.0,3865,17.10,393,2.09,730,3.90
PB,Congo,3395,79.81,655,15.4,108,2.54,90,2.12,0,0.0,687,13.52,37,0.84,105,2.39
PB,Coremas,6736,75.77,1788,20.11,216,2.43,106,1.19,0,0.0,2778,22.92,106,1.14,346,3.70
PB,Coxixola,1196,78.22,258,16.87,45,2.94,19,1.24,0,0.0,300,15.86,21,1.32,42,2.64
PB,Cruz do Espírito Santo,8879,70.8,3076,24.53,202,1.61,292,2.33,0,0.0,2402,15.11,425,3.15,531,3.93
PB,Cubati,3677,73.22,1084,21.59,133,2.65,92,1.83,0,0.0,1155,17.82,93,1.75,211,3.96
PB,Cuité,10224,79.69,1964,15.31,409,3.19,170,1.33,0,0.0,3402,20.09,169,1.25,535,3.95
PB,Cuité de Mamanguape,4137,79.59,834,16.04,104,2.0,91,1.75,0,0.0,1520,21.51,88,1.59,259,4.67
PB,Cuitegi,3143,74.51,839,19.89,160,3.79,55,1.3,0,0.0,1289,22.24,122,2.71,166,3.68
PB,Curral Velho,1302,73.85,320,18.15,66,3.74,54,3.06,0,0.0,517,22.08,10,0.55,52,2.85
PB,Curral de Cima,3402,78.7,650,15.04,114,2.64,124,2.87,0,0.0,1103,19.28,75,1.63,220,4.76
PB,Damião,2703,81.98,430,13.04,64,1.94,90,2.73,0,0.0,1042,22.94,33,0.94,170,4.86
PB,Desterro,4426,79.05,946,16.9,138,2.46,61,1.09,0,0.0,1506,20.46,66,1.13,189,3.23
PB,Diamante,3144,78.86,651,16.33,102,2.56,69,1.73,0,0.0,1410,25.15,55,1.31,154,3.67
PB,Dona Inês,5653,84.36,816,12.18,121,1.81,63,0.94,0,0.0,1914,21.16,84,1.18,346,4.85
PB,Duas Estradas,2051,74.66,564,20.53,63,2.29,53,1.93,0,0.0,637,17.93,45,1.54,123,4.22
PB,Emas,1875,75.06,486,19.46,71,2.84,54,2.16,0,0.0,726,21.81,31,1.19,74,2.84
PB,Esperança,12510,65.71,5268,27.67,673,3.54,465,2.44,1,0.01,4606,18.47,488,2.40,805,3.96
PB,Fagundes,5742,77.92,1263,17.14,192,2.61,117,1.59,0,0.0,2099,20.89,127,1.59,452,5.69
PB,Frei Martinho,1619,71.67,510,22.58,82,3.63,27,1.2,0,0.0,453,16.07,26,1.10,81,3.42
PB,Gado Bravo,4626,79.54,891,15.32,198,3.4,74,1.27,0,0.0,1279,17.06,136,2.19,267,4.29
PB,Guarabira,20150,60.09,11134,33.21,1189,3.55,892,2.66,3,0.01,7038,16.53,776,2.18,1225,3.45
PB,Gurinhém,6346,73.61,1912,22.18,146,1.69,189,2.19,0,0.0,2092,18.62,179,1.96,341,3.73
PB,Gurjão,2055,82.13,339,13.55,56,2.24,40,1.6,0,0.0,484,15.64,18,0.69,90,3.45
PB,Ibiara,3244,81.55,570,14.33,98,2.46,48,1.21,0,0.0,1239,22.68,52,1.23,193,4.57
PB,Igaracy,3172,77.44,662,16.16,184,4.49,62,1.51,0,0.0,1424,25.00,28,0.66,147,3.44
PB,Imaculada,5274,84.91,722,11.62,102,1.64,91,1.47,0,0.0,2187,24.89,84,1.28,303,4.59
PB,Ingá,7757,68.53,3027,26.74,291,2.57,189,1.67,0,0.0,2896,19.54,185,1.55,423,3.55
PB,Itabaiana,9176,61.53,5056,33.9,299,2.0,306,2.05,0,0.0,3226,17.00,273,1.74,558,3.54
PB,Itaporanga,9547,74.51,2520,19.67,458,3.57,197,1.54,1,0.01,3687,21.58,161,1.21,424,3.16
PB,Itapororoca,7466,73.17,2186,21.42,226,2.21,233,2.28,0,0.0,2302,17.45,192,1.77,496,4.55
PB,Itatuba,4743,72.79,1505,23.1,127,1.95,107,1.64,0,0.0,1487,17.60,132,1.89,316,4.54
PB,Jacaraú,6927,69.02,2527,25.18,279,2.78,245,2.44,0,0.0,3225,23.41,150,1.42,365,3.46
PB,Jericó,4328,82.11,732,13.89,143,2.71,40,0.76,0,0.0,1413,20.58,59,1.08,123,2.26
PB,João Pessoa,217243,47.38,203971,44.48,17652,3.85,15761,3.44,75,0.02,84921,15.05,6833,1.43,14006,2.92
PB,Joca Claudino,1550,81.28,250,13.11,53,2.78,50,2.62,0,0.0,563,22.15,18,0.91,54,2.73
PB,Juarez Távora,4321,74.55,1234,21.29,125,2.16,83,1.43,0,0.0,1256,16.97,108,1.75,240,3.91
PB,Juazeirinho,7593,74.56,2141,21.02,248,2.44,141,1.38,2,0.02,2577,19.35,152,1.42,405,3.77
PB,Junco do Seridó,3305,74.22,870,19.54,166,3.73,82,1.84,0,0.0,953,16.83,87,1.85,169,3.59
PB,Juripiranga,5481,71.76,1867,24.44,141,1.85,101,1.32,0,0.0,1601,16.44,108,1.32,392,4.82
PB,Juru,4819,84.77,629,11.06,143,2.52,36,0.63,0,0.0,1702,22.11,62,1.03,248,4.14
PB,Lagoa,2933,82.74,461,13.0,82,2.31,34,0.96,0,0.0,1023,21.46,45,1.21,154,4.11
PB,Lagoa Seca,9738,60.44,5279,32.76,536,3.33,452,2.81,1,0.01,3024,14.67,549,3.12,931,5.29
PB,Lagoa de Dentro,3998,74.93,1067,20.0,114,2.14,125,2.34,0,0.0,1639,22.73,58,1.05,178,3.19
PB,Lastro,2755,81.85,493,14.65,72,2.14,28,0.83,0,0.0,730,17.35,27,0.77,84,2.42
PB,Livramento,3234,75.02,869,20.16,141,3.27,56,1.3,0,0.0,1243,21.37,72,1.57,191,4.18
PB,Logradouro,2102,66.33,897,28.31,80,2.52,80,2.52,0,0.0,637,15.96,37,1.11,147,4.38
PB,Lucena,6128,64.12,2885,30.19,221,2.31,245,2.56,0,0.0,2361,19.02,164,1.63,330,3.28
PB,Mãe D'Água,2363,80.1,455,15.42,79,2.68,28,0.95,0,0.0,694,18.53,20,0.65,82,2.69
PB,Malta,3251,83.44,491,12.6,102,2.62,41,1.05,0,0.0,1067,20.72,46,1.13,141,3.45
PB,Mamanguape,16631,65.95,7160,28.39,615,2.44,643,2.55,1,0.0,5759,17.68,602,2.24,992,3.70
PB,Manaíra,5412,84.79,661,10.36,146,2.29,102,1.6,1,0.02,1909,22.13,62,0.92,272,4.05
PB,Marcação,4570,82.57,770,13.91,110,1.99,61,1.1,0,0.0,1132,16.29,91,1.56,190,3.27
PB,Mari,9659,70.29,3414,24.85,302,2.2,281,2.04,0,0.0,2567,14.97,243,1.67,593,4.07
PB,Marizópolis,3448,70.44,1201,24.54,149,3.04,69,1.41,0,0.0,940,15.41,79,1.53,185,3.59
PB,Massaranduba,6241,69.58,2216,24.7,217,2.42,247,2.75,1,0.01,1981,16.92,244,2.51,513,5.27
PB,Mataraca,4270,69.57,1610,26.23,133,2.17,96,1.56,1,0.02,1943,22.93,108,1.65,286,4.38
PB,Matinhas,2566,77.17,603,18.14,71,2.14,67,2.02,0,0.0,918,20.40,61,1.70,196,5.47
PB,Mato Grosso,1969,88.73,176,7.93,34,1.53,12,0.54,0,0.0,876,27.33,13,0.56,97,4.16
PB,Maturéia,3355,82.55,532,13.09,100,2.46,53,1.3,0,0.0,1171,21.29,91,2.10,175,4.04
PB,Mogeiro,5680,68.72,2275,27.52,122,1.48,158,1.91,0,0.0,1916,17.99,135,1.55,332,3.80
PB,Montadas,2679,70.11,934,24.44,110,2.88,75,1.96,0,0.0,750,15.41,89,2.16,207,5.03
PB,Monte Horebe,2399,81.82,339,11.56,82,2.8,83,2.83,0,0.0,944,23.74,22,0.73,79,2.60
PB,Monteiro,15433,76.78,3732,18.57,594,2.96,231,1.15,1,0.0,4575,17.77,317,1.50,752,3.55
PB,Mulungu,5197,73.36,1480,20.89,157,2.22,209,2.95,0,0.0,1412,15.87,109,1.45,291,3.89
PB,Natuba,3498,71.83,1059,21.75,158,3.24,108,2.22,1,0.02,1236,18.78,110,2.06,367,6.86
PB,Nazarezinho,4549,83.16,700,12.8,121,2.21,76,1.39,0,0.0,1118,16.40,51,0.89,180,3.16
PB,Nova Floresta,4471,75.57,1072,18.12,240,4.06,87,1.47,0,0.0,1702,21.32,83,1.33,281,4.47
PB,Nova Olinda,3011,81.98,491,13.37,95,2.59,50,1.36,0,0.0,1602,29.05,68,1.73,172,4.40
PB,Nova Palmeira,2282,81.56,345,12.33,86,3.07,68,2.43,0,0.0,447,13.24,41,1.40,90,3.07
PB,Olho D'Água,3858,77.28,827,16.57,165,3.31,73,1.46,0,0.0,1657,23.83,65,1.23,239,4.51
PB,Olivedos,2215,70.99,683,21.89,132,4.23,71,2.28,0,0.0,660,16.78,47,1.43,106,3.24
PB,Ouro Velho,1905,78.72,432,17.85,49,2.02,16,0.66,0,0.0,409,14.11,15,0.60,55,2.21
PB,Parari,1345,78.29,307,17.87,36,2.1,24,1.4,0,0.0,359,16.71,15,0.84,57,3.18
PB,Passagem,1522,75.83,382,19.03,46,2.29,48,2.39,0,0.0,567,21.42,17,0.82,56,2.69
PB,Patos,33579,64.01,15475,29.5,2070,3.95,1067,2.03,4,0.01,11684,17.52,884,1.61,1667,3.03
PB,Paulista,5536,71.81,1824,23.66,233,3.02,72,0.93,0,0.0,1753,17.78,108,1.33,290,3.58
PB,Pedra Branca,2011,71.9,601,21.49,97,3.47,43,1.54,0,0.0,932,23.87,47,1.58,128,4.31
PB,Pedra Lavrada,3664,76.24,829,17.25,196,4.08,88,1.83,0,0.0,895,15.07,79,1.57,159,3.15
PB,Pedras de Fogo,11992,65.37,5349,29.16,448,2.44,498,2.71,1,0.01,4337,18.31,353,1.83,651,3.36
PB,Pedro Régis,2641,71.28,828,22.35,131,3.54,79,2.13,0,0.0,1424,26.24,75,1.87,223,5.57
PB,Piancó,6760,71.69,2099,22.26,363,3.85,167,1.77,0,0.0,2657,21.02,144,1.44,411,4.12
PB,Picuí,8346,71.6,2538,21.77,549,4.71,156,1.34,0,0.0,2495,16.89,169,1.37,455,3.71
PB,Pilar,5627,70.82,1952,24.57,174,2.19,148,1.86,0,0.0,1516,15.32,142,1.70,290,3.46
PB,Pilões,3866,76.09,962,18.93,145,2.85,89,1.75,0,0.0,1520,21.94,101,1.86,227,4.20
PB,Pilõezinhos,3104,78.48,636,16.08,113,2.86,82,2.07,0,0.0,1015,19.30,81,1.91,207,4.88
PB,Pirpirituba,4183,72.35,1220,21.1,193,3.34,152,2.63,1,0.02,1513,19.69,149,2.42,239,3.87
PB,Pitimbu,6382,67.49,2729,28.86,148,1.57,157,1.66,0,0.0,2157,17.94,133,1.35,277,2.81
PB,Pocinhos,6852,63.85,3211,29.92,383,3.57,189,1.76,0,0.0,2499,17.81,246,2.13,557,4.83
PB,Poço Dantas,2543,85.51,316,10.63,65,2.19,30,1.01,0,0.0,972,23.99,18,0.58,87,2.83
PB,Poço de José de Moura,2491,81.78,422,13.85,89,2.92,22,0.72,0,0.0,709,18.15,28,0.87,124,3.88
PB,Pombal,12448,65.21,5562,29.14,676,3.54,311,1.63,1,0.01,4924,19.69,224,1.11,769,3.83
PB,Prata,2310,72.32,744,23.29,95,2.97,24,0.75,0,0.0,682,16.97,46,1.38,96,2.88
PB,Princesa Isabel,9810,82.23,1615,13.54,295,2.47,152,1.27,0,0.0,3507,21.80,152,1.20,495,3.94
PB,Puxinanã,6344,65.94,2660,27.65,303,3.15,242,2.52,0,0.0,1723,14.35,238,2.31,429,4.17
PB,Queimadas,19148,70.04,6750,24.69,741,2.71,509,1.86,1,0.0,5658,16.30,624,2.15,1083,3.73
PB,Quixaba,1301,70.44,469,25.39,53,2.87,16,0.87,0,0.0,324,14.20,21,1.07,90,4.60
PB,Remígio,8177,75.99,2056,19.11,318,2.96,166,1.54,0,0.0,2853,20.12,150,1.33,416,3.67
PB,Riachão,1842,77.39,439,18.45,52,2.18,42,1.76,0,0.0,707,22.13,28,1.12,80,3.22
PB,Riachão do Bacamarte,2569,74.14,720,20.78,91,2.63,54,1.56,0,0.0,724,16.18,87,2.31,199,5.31
PB,Riachão do Poço,2376,68.61,902,26.05,75,2.17,87,2.51,0,0.0,675,15.46,57,1.54,172,4.66
PB,Riacho de Santo Antônio,1360,68.58,537,27.08,41,2.07,33,1.66,0,0.0,321,13.40,26,1.26,65,3.13
PB,Riacho dos Cavalos,5084,82.03,889,14.34,152,2.45,56,0.9,0,0.0,1101,14.44,100,1.54,224,3.43
PB,Rio Tinto,10175,68.44,3965,26.67,354,2.38,312,2.1,1,0.01,2489,13.69,259,1.66,564,3.59
PB,Salgadinho,1841,75.36,449,18.38,98,4.01,47,1.92,0,0.0,716,21.86,37,1.44,79,3.09
PB,Salgado de São Félix,5264,71.41,1719,23.32,222,3.01,137,1.86,0,0.0,1868,19.31,108,1.39,325,4.16
PB,Santa Cecília,4000,72.45,1215,22.01,184,3.33,85,1.54,0,0.0,830,12.49,80,1.37,212,3.65
PB,Santa Cruz,3669,81.93,648,14.47,109,2.43,38,0.85,0,0.0,954,17.16,39,0.85,88,1.91
PB,Santa Helena,3763,85.99,454,10.37,106,2.42,25,0.57,0,0.0,981,17.61,42,0.91,171,3.73
PB,Santa Inês,2544,89.11,217,7.6,48,1.68,18,0.63,0,0.0,796,20.96,26,0.87,121,4.03
PB,Santa Luzia,6544,69.54,2318,24.63,314,3.34,178,1.89,0,0.0,1807,15.37,196,1.97,343,3.45
PB,Santa Rita,43433,56.49,28520,37.09,1908,2.48,2482,3.23,11,0.01,15698,15.96,1972,2.38,3775,4.57
PB,Santa Teresinha,3189,73.24,938,21.54,137,3.15,76,1.75,0,0.0,985,17.75,64,1.40,146,3.20
PB,Santana de Mangueira,2858,86.01,325,9.78,60,1.81,60,1.81,0,0.0,946,21.25,36,1.02,146,4.17
PB,Santana dos Garrotes,3250,73.98,854,19.44,141,3.21,107,2.44,0,0.0,1522,24.44,79,1.68,234,4.97
PB,Santo André,1779,79.35,354,15.79,58,2.59,39,1.74,0,0.0,579,19.77,27,1.15,81,3.45
PB,São Bentinho,2378,82.63,376,13.06,85,2.95,25,0.87,0,0.0,782,20.62,31,1.03,102,3.39
PB,São Bento,11629,54.71,8358,39.32,757,3.56,364,1.71,1,0.0,4397,16.31,416,1.84,884,3.92
PB,São Domingos,1800,73.98,478,19.65,120,4.93,24,0.99,0,0.0,623,19.41,23,0.89,131,5.06
PB,São Domingos do Cariri,1593,70.05,527,23.18,91,4.0,49,2.15,0,0.0,603,20.41,26,1.11,52,2.21
PB,São Francisco,2459,75.82,621,19.15,126,3.89,27,0.83,0,0.0,556,13.93,42,1.22,150,4.37
PB,São João do Cariri,2679,79.42,530,15.71,99,2.94,51,1.51,0,0.0,699,16.69,36,1.04,79,2.26
PB,São João do Rio do Peixe,8822,79.97,1697,15.38,329,2.98,111,1.01,0,0.0,2231,16.05,196,1.69,438,3.75
PB,São João do Tigre,2406,80.31,468,15.62,65,2.17,30,1.0,0,0.0,658,17.01,43,1.34,171,5.33
PB,São José da Lagoa Tapada,4162,81.19,779,15.2,103,2.01,53,1.03,0,0.0,1162,17.62,93,1.72,212,3.90
PB,São José de Caiana,2940,79.42,602,16.26,97,2.62,36,0.97,0,0.0,1391,26.24,55,1.40,154,3.94
PB,São José de Espinharas,2664,78.61,594,17.53,101,2.98,24,0.71,0,0.0,802,18.54,42,1.19,92,2.61
PB,São José de Piranhas,9612,82.71,1570,13.51,283,2.44,126,1.08,0,0.0,2872,19.06,152,1.24,424,3.48
PB,São José de Princesa,2131,86.45,229,9.29,56,2.27,29,1.18,0,0.0,582,18.18,32,1.22,122,4.66
PB,São José do Bonfim,2363,73.41,715,22.21,69,2.14,48,1.49,0,0.0,674,16.74,39,1.17,95,2.83
PB,São José do Brejo do Cruz,1273,70.25,429,23.68,61,3.37,25,1.38,0,0.0,311,14.16,13,0.69,60,3.18
PB,São José do Sabugi,2514,72.39,767,22.08,94,2.71,56,1.61,0,0.0,397,9.76,54,1.47,142,3.87
PB,São José dos Cordeiros,2150,80.92,405,15.24,72,2.71,19,0.72,0,0.0,681,19.70,36,1.30,82,2.95
PB,São José dos Ramos,3153,75.21,834,19.9,89,2.12,79,1.88,0,0.0,1078,19.47,69,1.55,198,4.44
PB,São Mamede,3752,70.13,1276,23.85,199,3.72,90,1.68,0,0.0,1432,20.45,69,1.24,150,2.69
PB,São Miguel de Taipu,2743,57.94,1798,37.98,91,1.92,76,1.61,0,0.0,1008,16.57,105,2.07,237,4.67
PB,São Sebastião de Lagoa de Roça,4315,67.4,1615,25.23,231,3.61,192,3.0,1,0.02,1808,20.65,202,2.91,343,4.94
PB,São Sebastião do Umbuzeiro,2036,84.38,271,11.23,57,2.36,32,1.33,0,0.0,565,18.09,35,1.37,110,4.30
PB,São Vicente do Seridó,5048,75.98,1228,18.48,207,3.12,123,1.85,1,0.02,1893,21.16,136,1.93,272,3.86
PB,Sapé,18697,66.22,7905,28.0,692,2.45,757,2.68,1,0.0,5939,16.44,690,2.28,1254,4.16
PB,Serra Branca,5629,69.78,1943,24.09,317,3.93,138,1.71,0,0.0,1992,19.16,108,1.28,230,2.74
PB,Serra Grande,1894,81.36,303,13.02,65,2.79,56,2.41,0,0.0,739,23.28,23,0.94,85,3.49
PB,Serra Redonda,3593,73.03,1020,20.73,137,2.78,144,2.93,0,0.0,980,15.87,81,1.56,196,3.77
PB,Serra da Raiz,1598,69.3,545,23.63,68,2.95,89,3.86,0,0.0,581,19.16,43,1.76,102,4.16
PB,Serraria,2286,73.27,642,20.58,102,3.27,69,2.21,0,0.0,1020,23.24,62,1.84,187,5.55
PB,Sertãozinho,2532,75.56,665,19.84,90,2.69,52,1.55,0,0.0,797,18.37,68,1.92,122,3.45
PB,Sobrado,3849,68.54,1402,24.96,164,2.92,162,2.88,0,0.0,1280,17.66,113,1.89,238,3.99
PB,Solânea,11154,69.88,3812,23.88,501,3.14,392,2.46,0,0.0,4464,20.90,283,1.67,650,3.85
PB,Soledade,5933,69.09,2165,25.21,286,3.33,159,1.85,0,0.0,1971,17.66,180,1.96,420,4.57
PB,Sossêgo,2189,83.17,305,11.59,99,3.76,26,0.99,0,0.0,565,17.01,24,0.87,100,3.63
PB,Sousa,25912,68.67,9618,25.49,1407,3.73,637,1.69,2,0.01,7110,15.29,620,1.57,1024,2.60
PB,Sumé,8323,78.34,1885,17.74,253,2.38,133,1.25,0,0.0,2443,18.11,127,1.15,297,2.69
PB,Tacima,4188,74.14,1220,21.6,121,2.14,96,1.7,0,0.0,1495,20.05,96,1.61,216,3.62
PB,Taperoá,6094,77.67,1357,17.3,219,2.79,144,1.84,0,0.0,2599,23.66,125,1.49,414,4.94
PB,Tavares,7058,86.62,811,9.95,139,1.71,80,0.98,0,0.0,2917,25.39,110,1.28,316,3.69
PB,Teixeira,7140,79.5,1452,16.17,244,2.72,108,1.2,0,0.0,2221,19.08,148,1.57,288,3.06
PB,Tenório,1846,79.16,382,16.38,81,3.47,14,0.6,0,0.0,438,15.19,28,1.14,85,3.48
PB,Triunfo,4750,85.16,588,10.54,155,2.78,44,0.79,0,0.0,1534,20.76,71,1.21,205,3.50
PB,Uiraúna,7562,78.9,1607,16.77,236,2.46,131,1.37,0,0.0,1969,16.46,105,1.05,304,3.04
PB,Umbuzeiro,3915,76.73,973,19.07,116,2.27,72,1.41,0,0.0,1302,19.10,117,2.13,294,5.33
PB,Várzea,1773,82.16,300,13.9,47,2.18,26,1.2,0,0.0,335,13.07,21,0.94,49,2.20
PB,Vieirópolis,3037,79.09,623,16.22,95,2.47,59,1.54,0,0.0,935,18.79,46,1.14,156,3.86
PB,Vista Serrana,1722,73.18,482,20.48,94,3.99,48,2.04,0,0.0,752,23.42,25,1.02,81,3.29
PB,Zabelê,1525,83.33,229,12.51,46,2.51,16,0.87,0,0.0,454,19.09,23,1.20,71,3.69
PE,Abreu E Lima,37691,57.45,24746,37.72,1507,2.3,1256,1.91,10,0.02,15126,18.00,1107,1.61,2187,3.17
PE,Afogados da Ingazeira,16466,76.73,4334,20.2,402,1.87,143,0.67,1,0.0,6047,21.22,301,1.34,685,3.05
PE,Afrânio,9681,74.48,2616,20.13,342,2.63,163,1.25,1,0.01,3461,20.08,224,1.62,552,4.01
PE,Agrestina,11690,75.41,3299,21.28,299,1.93,145,0.94,0,0.0,3196,16.27,275,1.67,676,4.11
PE,Água Preta,10823,73.14,3544,23.95,255,1.72,130,0.88,0,0.0,7585,32.61,292,1.86,588,3.75
PE,Águas Belas,17736,77.83,4394,19.28,371,1.63,166,0.73,1,0.0,9110,27.44,276,1.14,1026,4.26
PE,Alagoinha,8207,87.09,973,10.32,159,1.69,70,0.74,0,0.0,2761,21.76,118,1.19,387,3.90
PE,Aliança,14651,70.41,5480,26.34,395,1.9,191,0.92,0,0.0,6608,23.03,381,1.72,898,4.07
PE,Altinho,9861,75.98,2654,20.45,279,2.15,134,1.03,0,0.0,2835,17.02,242,1.76,599,4.33
PE,Amaraji,8525,66.91,3711,29.13,257,2.02,181,1.42,0,0.0,3340,19.80,248,1.83,537,3.97
PE,Angelim,5044,76.63,1288,19.57,159,2.42,75,1.14,0,0.0,2425,25.88,89,1.28,273,3.93
PE,Araçoiaba,9036,69.0,3552,27.12,297,2.27,143,1.09,0,0.0,2305,14.30,220,1.59,498,3.61
PE,Araripina,33659,76.72,8091,18.44,1237,2.82,411,0.94,2,0.0,12488,21.28,559,1.21,1758,3.81
PE,Arcoverde,28252,73.15,8763,22.69,932,2.41,506,1.31,1,0.0,8633,17.66,517,1.28,1115,2.77
PE,Barra de Guabiraba,5025,63.5,2618,33.08,150,1.9,98,1.24,0,0.0,1464,14.94,148,1.77,275,3.30
PE,Barreiros,14124,63.5,7283,32.74,437,1.96,296,1.33,1,0.0,7335,23.79,430,1.83,823,3.50
PE,Belém de Maria,5315,73.57,1671,23.13,137,1.9,77,1.07,0,0.0,2012,20.85,119,1.56,295,3.86
PE,Belém do São Francisco,9731,82.84,1590,13.54,225,1.92,91,0.77,0,0.0,2932,19.42,91,0.75,325,2.67
PE,Belo Jardim,31267,68.25,12047,26.3,1492,3.26,632,1.38,6,0.01,13364,21.45,1061,2.17,2054,4.20
PE,Betânia,6128,87.33,721,10.28,83,1.18,43,0.61,0,0.0,3058,29.14,48,0.64,370,4.98
PE,Bezerros,26340,71.06,9262,24.99,762,2.06,501,1.35,4,0.01,7226,15.56,774,1.97,1376,3.51
PE,Bodocó,17029,86.79,1817,9.26,499,2.54,116,0.59,1,0.01,4706,18.58,202,0.98,795,3.86
PE,Bom Conselho,19475,78.47,4457,17.96,479,1.93,321,1.29,1,0.0,11305,30.15,285,1.09,1088,4.15
PE,Bom Jardim,17080,75.4,4817,21.27,425,1.88,207,0.91,1,0.0,5870,19.69,388,1.62,897,3.75
PE,Bonito,15298,66.71,6996,30.51,389,1.7,179,0.78,1,0.0,5894,19.41,425,1.74,1116,4.56
PE,Brejão,5644,81.13,1160,16.67,96,1.38,40,0.57,0,0.0,1659,18.35,99,1.34,326,4.42
PE,Brejinho,4510,83.39,716,13.24,125,2.31,42,0.78,0,0.0,2067,26.44,85,1.48,257,4.47
PE,Brejo da Madre de Deus,16888,67.49,7142,28.54,588,2.35,284,1.13,2,0.01,7177,21.36,476,1.80,924,3.50
PE,Buenos Aires,6638,76.21,1812,20.8,184,2.11,57,0.65,0,0.0,1987,17.62,163,1.75,415,4.47
PE,Buíque,22412,85.49,3030,11.56,404,1.54,202,0.77,1,0.0,11638,29.25,380,1.35,1550,5.51
PE,Cabo de Santo Agostinho,85327,66.56,36821,28.72,3005,2.34,2287,1.78,20,0.02,24168,15.00,2820,2.06,5895,4.31
PE,Cabrobó,15805,81.82,2861,14.81,423,2.19,145,0.75,1,0.01,5693,21.98,196,0.97,698,3.45
PE,Cachoeirinha,8966,74.0,2681,22.13,318,2.62,115,0.95,1,0.01,3101,19.39,276,2.14,496,3.85
PE,Caetés,12467,89.7,1092,7.86,197,1.42,74,0.53,0,0.0,5278,26.43,206,1.40,587,4.00
PE,Calçado,5071,85.36,647,10.89,141,2.37,56,0.94,0,0.0,1162,15.62,82,1.31,253,4.03
PE,Calumbi,4423,87.64,555,11.0,48,0.95,15,0.3,0,0.0,1300,19.77,56,1.06,174,3.30
