muncod,Lula,Padre Kelmon,Sofia Manzano,Constituinte Eymael,Soraya Thronicke,Ciro Gomes,Vera,Simone Tebet,Jair Bolsonaro,Felipe D'Avila,Léo Péricles
mg49891,1369,4,1,0,5,51,0,68,929,10,1
mg49913,1375,1,1,0,9,43,2,122,1301,25,0
mg49930,1545,4,1,0,16,126,2,185,4350,71,1
mg49956,4034,5,4,6,28,177,1,401,4971,86,2
mg49972,5548,10,3,2,38,268,5,511,6303,123,1
mg40568,2328,1,0,1,6,71,1,62,1961,21,0
mg49999,1433,1,0,0,8,41,1,55,705,10,0
mg49719,5470,7,7,0,32,137,2,219,2533,85,1
mg50016,1496,2,0,0,2,53,0,74,765,16,0
mg41343,2556,3,3,0,14,84,0,100,2772,47,0
mg50032,1919,0,0,0,2,41,0,63,745,16,0
mg50059,1612,1,0,0,13,72,0,124,991,36,8
mg50075,1763,4,0,0,9,103,0,120,1546,21,1
mg50091,2246,4,3,0,14,123,2,221,2561,32,1
mg41360,1879,0,0,0,13,51,0,57,1006,24,1
mg41386,2932,2,1,0,3,86,0,108,918,44,1
mg50113,2590,1,0,0,11,130,1,238,1517,36,1
mg50130,1734,0,0,0,6,40,0,54,1394,12,0
mg50156,5593,11,2,1,57,235,2,374,2569,147,1
mg50199,2403,1,1,2,26,88,0,322,2552,69,2
mg50172,1303,5,2,1,15,72,0,211,1906,37,0
mg50210,4196,3,5,1,21,136,0,135,3141,48,2
mg50237,12602,16,4,2,90,620,23,1216,14622,189,4
mg50253,4158,4,4,0,17,124,2,158,2722,52,2
mg50270,5725,13,3,0,75,396,5,854,9476,119,4
mg50296,6598,6,3,0,46,301,1,549,10889,170,10
mg50318,2905,3,1,0,7,76,1,173,2709,34,0
mg50377,2762,5,1,1,10,104,0,132,2339,17,0
mg50393,9731,9,3,4,47,358,2,499,6612,108,3
mg50415,22134,29,12,1,107,996,7,1083,9943,184,9
mg41408,1961,3,1,0,5,46,0,44,436,15,0
mg40584,4059,3,2,1,11,123,1,155,1592,58,1
mg50431,14220,9,4,0,40,425,1,538,7272,85,2
mg50458,4288,3,4,0,15,183,0,132,1938,53,0
mg50474,4568,4,4,1,18,113,6,159,2924,57,2
mg50490,31617,59,40,13,377,2305,19,4553,43132,926,64
mg50512,1756,4,1,0,31,91,0,258,2113,41,1
mg50334,4846,2,2,1,37,183,2,386,4336,104,1
mg50350,34095,38,18,9,310,2521,15,4673,45269,1053,44
mg50539,3396,3,0,1,29,149,2,270,1787,47,0
mg50555,8323,4,5,1,32,206,1,540,6556,72,4
mg50598,785,3,0,1,9,33,1,109,1267,31,0
mg50571,2569,3,2,0,11,81,2,224,2498,56,2
mg50610,2673,1,2,0,6,87,0,121,1045,38,0
mg50636,1700,0,0,1,9,31,1,98,708,18,1
mg50652,1797,1,1,3,5,43,0,35,274,11,0
mg50679,5422,4,3,2,25,223,0,538,5086,85,2
mg50717,2993,6,1,0,37,136,1,324,2817,42,2
mg50733,1497,6,1,1,6,57,0,111,901,25,0
mg50750,1057,1,1,0,4,70,0,101,754,23,2
mg50776,6145,9,2,0,54,376,2,665,3220,98,3
mg50792,7645,10,3,0,26,269,1,437,4649,67,3
mg50814,3564,2,2,1,6,89,1,150,2010,36,2
mg41424,2265,0,2,0,12,70,0,108,1846,25,0
mg50830,3733,7,0,8,43,221,0,489,2677,66,2
mg50857,3104,7,3,1,17,128,1,174,5284,67,0
mg50873,2047,2,0,1,21,90,1,205,1036,24,0
mg40606,2589,1,1,0,9,77,0,143,1245,25,0
mg50890,3755,3,2,0,12,75,1,120,1362,61,2
mg50911,81560,104,43,27,885,4374,27,6600,70704,988,105
mg50938,1445,1,0,0,19,74,1,122,917,16,3
mg50954,3548,3,3,1,16,273,2,314,2502,37,4
mg50970,4817,4,2,0,13,141,1,233,2267,51,4
mg51012,2197,3,2,0,1,54,0,52,518,9,0
mg50997,1245,1,1,0,8,53,0,47,557,7,0
mg51039,2372,1,0,0,9,103,0,145,1293,30,0
mg51055,1987,5,0,0,11,97,0,178,1330,22,1
mg51071,3067,5,3,1,18,159,1,116,2006,38,2
mg51098,3931,4,1,0,11,180,0,194,3311,63,1
mg51110,8558,5,3,2,60,337,5,436,5124,169,1
mg51136,5215,8,0,2,35,257,7,441,2913,62,1
mg51152,5954,4,2,2,41,255,0,340,3983,75,3
mg51179,2528,4,1,0,8,91,0,139,1224,15,1
mg51195,4018,6,6,1,9,173,3,152,1495,57,0
mg51217,2125,3,0,2,22,94,1,187,1043,17,2
mg51233,907,0,2,0,7,41,0,61,840,13,1
mg51250,2676,6,1,2,20,73,0,114,2218,36,0
mg51276,1592,0,1,0,0,49,0,58,806,8,0
mg40622,2300,2,1,8,5,130,0,120,1264,42,0
mg51292,3646,1,3,0,13,54,1,83,672,42,2
mg51314,3257,4,0,1,6,153,0,81,1112,12,0
mg51330,35019,44,34,13,420,2155,22,3947,30855,469,54
mg51357,5492,4,4,0,15,153,1,163,1846,39,2
mg51373,6142,8,0,2,37,277,2,572,7628,170,3
mg51390,13686,14,7,2,50,531,4,538,7675,191,5
mg51411,2224,3,0,1,5,75,1,80,988,14,3
mg51438,10772,4,7,4,71,493,7,954,5691,141,4
mg40649,2611,8,4,2,16,82,2,145,2413,44,2
mg41440,1522,0,3,0,10,58,2,74,819,15,2
mg51454,2437,2,0,0,5,57,0,124,687,16,0
mg41467,2137,6,4,4,22,165,4,213,2378,36,7
mg41483,2226,1,1,2,15,68,0,53,391,35,0
mg51470,2543,1,1,0,7,73,0,62,948,11,0
mg51497,1554,3,0,0,2,23,1,93,708,21,0
mg51519,1744,0,0,0,0,65,0,41,506,10,1
mg41505,2551,3,3,0,10,64,0,71,814,34,1
mg51535,3944,8,0,0,18,85,0,183,3872,60,1
mg51551,59518,104,36,16,760,4007,39,6032,57627,795,107
mg51578,4784,1,2,1,22,159,3,206,4617,76,0
mg51594,4202,1,5,0,19,133,2,255,1760,45,0
mg51616,1703,0,1,0,5,68,0,56,987,13,2
mg51632,4834,6,4,3,12,104,1,138,2326,34,1
mg51837,1923,1,3,0,13,106,2,229,3104,63,0
mg51870,1729,1,0,0,11,73,0,109,532,33,0
mg51853,2006,5,1,1,4,51,0,111,1110,32,0
mg40665,2045,5,4,0,16,59,0,135,2040,35,0
mg51896,1463,2,0,0,10,46,0,104,1925,22,1
mg51918,7278,14,10,2,165,642,4,1574,13558,478,7
mg51934,1238,0,2,0,5,29,0,65,979,14,1
mg51950,7380,3,1,0,26,181,0,405,4762,41,1
mg51659,2407,2,0,0,37,114,1,180,1942,34,3
mg51675,1276,1,3,0,9,64,0,80,1123,20,1
mg51691,3084,3,1,0,20,145,0,275,1900,29,2
mg51713,1692,1,1,0,10,56,0,82,781,25,2
mg51730,1208,4,0,1,4,24,0,48,430,19,0
mg51756,1514,1,1,0,5,49,0,137,1181,26,0
mg51772,3290,1,2,0,14,80,0,111,2036,48,0
mg40681,6817,7,6,3,55,342,2,403,9595,120,11
mg51799,2544,6,1,0,11,101,0,143,1335,21,1
mg51810,1685,0,0,0,5,86,2,99,952,35,1
mg51977,6774,8,1,3,42,176,1,324,3002,75,3
mg51993,1500,2,1,1,8,52,1,113,1047,33,1
mg52019,2030,4,0,1,1,83,0,76,686,12,0
mg52035,1623,3,1,0,15,67,1,56,383,21,0
mg52051,3599,6,2,1,13,97,2,120,2090,37,0
mg52078,4073,4,2,7,32,253,2,520,10386,167,2
mg41521,2919,1,3,0,16,65,0,134,1075,44,1
mg52094,886,2,0,0,4,35,0,44,436,12,0
mg52116,1388,1,1,0,8,38,0,72,492,4,0
mg52132,16899,24,14,6,90,932,1,1087,9349,186,12
mg53074,1764,1,3,3,27,96,0,209,1945,60,1
mg53090,1736,0,0,0,7,45,2,104,1106,27,0
mg40800,8277,13,5,2,116,526,7,812,9481,143,6
mg40827,1752,1,2,0,11,32,1,92,647,13,0
mg40843,1736,3,1,1,13,45,4,139,2191,42,0
mg53112,1132,5,0,0,6,38,0,73,619,17,1
mg53139,3305,7,0,0,15,125,1,152,1290,52,5
mg53155,685,2,1,0,11,34,0,63,894,12,0
mg53171,1991,3,0,0,5,40,0,106,660,21,1
mg53198,2863,6,2,0,9,86,0,123,939,17,3
mg53210,1317,0,1,0,4,51,0,50,652,33,2
mg53236,4068,4,1,0,17,121,3,234,1809,59,4
mg53252,2352,2,4,0,29,45,0,56,2494,42,1
mg53279,815,2,0,0,7,20,0,42,504,11,0
mg53295,1510,2,2,0,9,62,2,45,435,24,0
mg53317,395,2,0,0,3,18,0,39,419,13,0
mg53350,2948,2,2,2,20,94,1,149,3451,54,0
mg53333,2463,2,0,0,10,63,0,108,1296,19,2
mg53376,2345,0,0,2,15,80,0,168,2014,51,0
mg53392,916,2,0,0,6,21,0,81,551,14,0
mg42382,2020,3,0,2,4,50,0,68,734,13,1
mg53414,7841,11,7,0,36,233,1,236,2481,55,3
mg53430,51445,85,58,14,725,3685,39,8107,65641,1106,63
mg42404,4151,9,3,0,7,75,0,107,949,43,2
mg53457,1391,0,1,0,9,59,0,80,567,11,2
mg53473,1486,1,1,0,20,76,0,201,1840,30,2
mg53511,5749,9,2,1,21,258,0,323,4960,82,0
mg53490,1337,5,1,0,6,42,0,84,930,22,0
mg53538,1520,1,0,0,14,50,0,111,1286,7,1
mg53554,1745,8,2,0,20,86,0,151,1772,39,0
mg52159,1509,3,3,0,25,86,1,121,1287,27,0
mg52175,1598,3,1,0,16,59,1,154,805,17,1
mg41548,1829,0,2,1,13,57,0,131,1886,41,0
mg52191,6330,11,2,0,33,232,3,411,3402,71,0
mg52213,18390,8,4,2,53,524,2,725,7674,141,0
mg52230,2752,3,1,2,10,107,2,217,1440,41,2
mg52256,2125,0,1,0,10,38,0,71,1284,9,0
mg52272,2088,1,0,2,6,46,0,82,1009,26,0
mg41564,1226,0,1,0,7,43,0,42,981,16,0
mg52299,3524,4,0,0,17,116,1,131,1569,35,1
mg52310,1507,4,1,0,3,19,0,135,684,20,1
mg41580,1169,2,1,1,5,36,0,48,905,26,0
mg52337,1975,4,2,3,7,64,0,128,1679,10,2
mg52353,2894,1,1,2,13,193,1,323,3103,80,2
mg52370,4863,6,2,0,29,278,1,354,2960,55,3
mg45098,1480,1,2,0,4,27,0,94,339,14,1
mg52396,6246,9,3,2,62,286,3,733,6368,117,4
mg52418,7617,7,5,0,36,365,3,531,11349,151,3
mg41629,8235,10,9,2,69,384,1,604,6394,85,3
mg41645,2304,2,2,0,17,121,3,215,2214,38,1
mg40789,6766,9,8,1,90,420,2,729,7307,85,8
mg52590,1576,0,1,1,9,49,1,63,894,13,0
mg52612,1365,2,0,0,5,42,1,152,1213,26,1
mg52639,1036,2,1,0,10,60,0,180,1451,25,0
mg52655,1082,4,2,0,1,22,0,64,1073,27,2
mg52671,2193,4,1,0,12,80,0,72,892,13,0
mg52698,2453,3,5,1,13,69,0,96,913,20,2
mg52710,1274,1,0,0,1,39,0,35,774,20,0
mg52434,1917,2,2,0,10,101,0,151,2507,42,0
mg40703,2616,4,0,0,1,82,1,92,776,21,0
mg52450,838,1,1,0,3,46,2,102,1250,18,1
mg52477,11526,7,2,1,35,262,0,230,2322,73,0
mg41602,5008,5,1,0,7,87,4,61,1441,39,0
mg52493,23944,42,36,9,253,1797,52,2751,24050,420,43
mg40720,3356,3,0,0,7,87,0,105,3460,41,0
mg40746,1822,1,1,2,9,73,1,66,1636,13,0
mg52515,2761,2,0,0,10,66,1,75,2126,26,1
mg40762,2090,4,0,0,6,55,1,89,535,17,0
mg52531,5770,12,5,1,42,379,0,365,4642,147,3
mg52558,6043,9,1,0,18,153,0,207,2107,42,2
mg52574,7538,7,19,2,71,428,4,677,6460,110,10
mg52736,8708,17,12,6,86,681,2,1195,14575,240,18
mg52752,3142,5,1,2,23,116,1,184,1227,43,1
mg52779,1319,2,0,0,6,56,1,121,1595,36,0
mg52817,2068,4,0,0,9,57,1,71,1061,26,1
mg52795,3146,0,0,0,9,95,0,91,1034,27,3
mg52833,3012,1,0,0,12,58,0,94,1199,18,0
mg52850,1023,2,0,0,5,66,0,125,2868,44,0
mg52876,2000,2,2,0,20,62,4,181,2020,49,0
mg42340,1216,1,0,0,8,54,0,67,837,21,1
mg42366,1789,0,0,0,11,41,0,87,1721,24,0
mg52892,3244,7,2,1,17,77,0,146,1696,40,0
mg52914,2489,7,1,0,16,115,0,150,2149,44,1
mg52930,14851,26,29,5,187,896,8,2525,17215,444,16
mg52957,695,4,0,0,3,27,0,47,500,16,0
mg52973,595,2,0,0,14,42,0,95,886,17,0
mg53031,2569,3,0,1,9,111,3,91,979,30,2
mg52990,3371,6,3,0,56,312,0,575,2510,55,0
mg53015,1928,3,0,0,16,112,1,258,1916,63,0
mg53058,2181,2,2,0,6,66,1,187,1708,51,0
mg53570,1819,2,4,1,6,68,1,113,1017,30,0
mg53597,7822,11,2,2,84,358,2,446,9943,173,4
mg42420,1587,0,0,0,4,43,0,67,990,12,0
mg53619,997,1,0,0,11,36,0,138,2317,37,0
mg53635,771,1,0,1,4,36,0,52,583,13,0
mg53651,1527,1,2,0,25,72,1,212,1638,29,0
mg53678,3756,7,2,1,12,87,1,129,3075,60,1
mg53694,5020,4,4,1,33,164,1,242,2333,37,0
mg53716,35724,26,44,7,178,1626,10,2042,33233,378,24
mg53732,17562,39,27,3,129,1010,12,1460,24760,289,19
mg53759,2723,2,1,0,21,143,1,231,2228,44,6
mg53775,1395,5,0,0,6,44,0,143,2562,35,0
mg53791,5245,23,3,2,49,216,1,339,4168,73,0
mg42587,1631,3,0,0,14,82,0,203,1164,52,2
mg53813,1812,0,3,0,11,76,0,154,2601,51,1
mg53830,2947,2,2,1,14,77,0,104,2148,23,0
mg53856,15554,33,22,18,247,1053,17,2773,21646,401,22
mg41157,8462,14,3,3,40,326,0,663,7792,94,1
mg53872,17261,22,10,7,200,885,6,1829,13923,337,14
mg53899,2109,1,0,0,4,59,0,80,1430,24,0
mg53910,8147,6,2,5,26,170,1,478,6073,41,1
mg53937,8085,5,2,0,22,254,0,240,2976,70,0
mg53953,1547,4,2,0,16,82,0,159,1586,32,0
mg40860,3255,3,0,2,25,108,3,180,3909,67,3
mg53996,4838,2,2,0,14,110,0,149,1311,38,0
mg54011,78984,106,82,15,606,4244,43,8781,84023,1959,63
mg54038,178074,204,155,37,1597,11028,99,18623,184744,3740,152
mg53970,27196,33,16,13,230,1347,12,1861,23297,480,12
mg54054,1228,1,0,0,2,19,0,44,445,4,0
mg54070,17962,29,11,0,132,960,1,1908,24929,327,5
mg42447,1432,0,0,0,4,20,1,52,882,7,0
mg42463,1268,0,0,0,5,31,0,81,1068,14,0
mg40886,3240,3,0,1,7,89,0,174,1665,40,0
mg54097,4000,3,1,1,18,113,0,122,2002,39,0
mg40908,2249,2,0,0,5,47,0,35,1734,26,0
mg54119,747,2,0,0,6,25,0,57,1030,11,0
mg42480,1401,0,0,0,8,96,0,99,1363,33,1
mg54135,28811,59,25,9,443,2113,24,4824,41672,1025,38
mg42501,2543,2,1,0,14,68,0,179,2080,26,0
mg54178,7803,5,3,1,19,155,0,203,2290,30,1
mg54194,6240,6,3,2,41,181,1,594,4950,82,0
mg42528,3399,2,0,0,6,75,1,61,1083,15,1
mg42544,2517,2,2,1,7,103,1,56,818,24,1
mg42560,1973,1,4,1,11,87,0,90,1355,34,0
mg54232,1224,0,1,1,2,32,0,88,815,14,0
mg54259,31416,46,20,6,336,1822,12,2694,30471,418,32
mg54291,1720,2,1,5,2,59,1,69,1140,19,0
mg54330,4482,7,3,1,10,112,3,139,1594,54,1
mg54372,3604,2,3,0,21,153,0,299,1519,35,0
mg54399,2094,2,1,3,7,38,1,136,688,10,0
mg54356,2772,2,1,0,38,83,0,346,2344,49,0
mg54410,13028,13,12,4,51,513,4,590,8712,177,13
mg54275,29535,32,44,4,138,1394,15,1662,12600,361,46
mg54437,1849,0,1,0,7,49,0,70,975,22,0
mg54151,9750,11,7,2,58,346,4,804,7528,121,2
mg54216,880,0,1,0,12,51,0,98,942,28,0
mg40118,4612,3,2,1,19,130,1,136,2418,42,2
mg40134,744,0,1,0,2,15,1,50,923,15,0
mg40177,5940,7,4,0,28,157,2,276,4049,73,3
mg40193,4399,4,3,0,29,161,0,196,1656,55,1
ms55018,1306,0,1,0,13,20,0,166,1123,0,1
ms90115,8358,8,2,2,67,264,2,686,10109,28,2
ms90131,6034,5,2,3,75,152,1,597,6364,22,1
ms90158,2320,3,2,0,18,25,1,302,1897,5,0
ms91693,3024,0,1,0,21,154,0,278,2788,8,2
ms90174,2648,5,1,0,17,65,0,226,2730,7,0
ms90190,5032,5,2,6,103,206,1,712,7221,12,1
ms90212,12259,26,4,3,117,351,3,1097,11937,39,2
ms91715,2812,1,0,0,28,64,0,133,2962,5,0
ms90298,2072,1,3,0,22,85,2,255,2223,9,0
ms90379,5748,11,2,0,84,273,1,677,6768,33,4
ms90395,2753,4,3,0,23,71,0,346,2815,6,0
ms90417,4904,6,2,2,40,122,0,453,6129,8,1
ms98019,2343,2,1,1,17,49,0,292,2289,6,0
ms90433,5113,9,2,1,40,214,0,482,7340,28,8
ms90450,2451,4,0,0,24,86,0,364,3296,12,0
ms90557,6137,6,4,3,51,188,0,460,9003,16,2
ms90492,3559,4,0,1,26,84,0,441,4253,9,1
ms90514,176576,457,165,59,3564,13549,102,34502,278642,2938,194
ms90530,1550,0,0,1,3,19,0,109,1771,5,1
ms90573,3598,10,4,1,78,183,1,760,6252,19,3
ms91782,4350,8,0,0,54,220,0,379,10087,34,0
ms90611,1352,2,0,0,21,44,0,175,1384,4,0
ms98590,4254,2,1,0,49,83,1,220,4254,3,1
ms90638,24073,45,10,4,325,878,12,2968,22949,110,9
ms98035,6034,11,4,0,42,201,1,653,8605,49,2
ms90654,8298,11,4,3,83,284,1,810,9149,38,5
ms91758,3452,2,2,0,30,136,0,363,3849,10,1
ms91804,3853,0,0,0,20,99,0,262,1963,6,0
ms98051,1553,2,3,2,19,37,0,133,2222,13,0
ms90735,46493,76,54,12,803,3019,20,6536,72596,560,35
ms91731,2378,5,1,0,12,93,2,265,3433,5,0
ms55069,876,2,0,0,10,19,0,132,884,1,0
ms90751,5610,10,3,0,48,230,3,698,6025,33,1
ms90794,2630,3,0,0,27,91,1,268,2842,17,0
ms90816,2433,1,1,1,23,76,1,245,2759,7,0
ms90859,2997,5,1,0,15,103,1,226,4242,11,1
ms90875,1794,5,0,0,15,50,1,284,2293,12,0
ms90891,3854,5,2,2,47,170,0,367,6452,31,0
ms98078,5227,6,1,0,28,139,0,396,4117,22,1
ms90930,5896,10,0,0,63,239,3,647,8504,40,1
ms55034,3049,5,0,0,16,46,0,71,1169,0,1
ms90972,1889,0,1,0,20,40,0,248,1771,13,0
ms90999,4757,10,1,4,41,155,1,556,7401,24,0
ms91014,1537,2,1,0,8,51,0,188,1527,4,0
ms91820,2084,3,0,1,19,29,0,104,1793,10,0
ms91030,4732,14,1,1,61,170,1,558,4566,13,3
ms55026,1668,2,1,0,19,48,0,161,2393,2,1
ms91073,7072,7,3,2,74,278,1,716,13484,45,6
ms91111,8380,11,1,1,88,123,1,461,5194,9,2
ms91790,3863,5,1,2,33,162,1,282,6025,30,3
ms91138,9124,18,7,2,107,469,3,1010,16195,64,3
ms91154,3692,1,0,0,23,87,1,276,3813,13,0
ms55000,4832,5,3,0,44,154,0,365,5383,20,0
ms91235,10254,19,3,1,102,389,1,1247,13211,77,3
ms55042,1431,1,1,0,7,39,1,146,1275,1,0
ms91251,9219,11,3,3,112,334,10,1614,11266,49,2
ms91847,3419,2,2,0,35,65,1,181,2346,3,0
ms55050,888,3,0,0,9,38,0,137,1905,4,1
ms91278,2002,1,1,0,17,49,1,146,2063,5,0
ms91316,18761,32,11,7,340,983,6,2208,28616,148,9
ms91375,2596,3,0,0,8,52,0,139,2697,0,0
ms91413,4387,7,3,1,38,140,1,490,4865,9,2
ms91430,7852,7,1,5,70,212,0,703,10106,15,2
ms91456,1338,1,0,0,14,31,0,177,1399,7,1
ms91472,4462,5,1,0,38,116,2,377,5493,12,1
ms91499,1399,1,1,0,16,63,0,215,1603,10,1
ms91863,1613,5,2,0,18,63,0,216,1721,2,0
ms98116,2835,2,1,0,19,60,0,201,1842,8,0
ms98132,1967,8,2,1,19,68,0,175,3136,7,0
ms91570,10845,19,7,4,106,345,4,995,12603,58,2
ms91880,3567,3,0,1,16,118,0,244,4269,9,0
ms98094,4994,10,0,0,46,214,2,620,10198,35,2
ms98159,3034,3,3,0,8,50,0,175,1474,2,0
ms98175,1516,0,0,0,3,33,1,70,1131,2,0
ms91596,4669,10,0,0,63,196,1,655,4542,17,2
ms91650,24636,34,21,7,216,1232,20,3590,33397,230,23
ms91901,2528,3,0,2,14,54,1,329,1632,7,0
ms90034,3428,6,0,0,30,123,0,308,4181,8,0
mt90018,2986,2,2,0,51,61,0,142,2220,6,1
mt89877,8557,44,6,0,195,552,2,780,19745,44,7
mt90050,3188,10,1,3,58,124,1,255,5007,18,3
mt90042,716,5,0,1,16,26,0,74,2047,0,0
mt90077,2324,11,0,0,39,98,1,121,3440,3,1
mt90093,2648,3,0,0,46,72,0,153,1599,1,0
mt98612,1761,4,0,1,35,76,0,142,3302,4,0
mt90263,1557,4,0,0,24,38,0,122,2417,2,1
mt98639,1117,1,0,0,19,37,0,88,1036,2,0
mt90239,465,2,0,0,6,12,0,15,314,0,0
mt89893,2349,19,2,0,84,150,3,235,5617,20,1
mt90255,2371,6,0,0,45,125,1,178,3221,15,0
mt90271,2264,8,2,0,48,98,1,194,6510,19,2
mt90336,8475,50,2,10,123,295,2,479,7905,25,1
mt90352,12688,45,14,4,193,618,2,1066,18492,71,8
mt90310,3010,8,1,0,26,58,2,155,1636,1,0
mt90905,1328,2,0,0,24,57,0,58,1960,4,0
mt90468,2229,12,2,1,41,83,0,173,5632,1,0
mt98655,4094,8,2,1,46,77,1,105,2905,6,0
mt90484,6180,29,2,0,96,286,5,341,12526,31,3
mt90506,7158,28,5,2,150,375,1,576,15196,54,3
mt90743,1103,3,1,0,22,41,1,61,2602,0,0
mt90085,785,6,1,0,14,45,0,70,1641,1,0
mt91936,2520,21,1,1,73,101,2,167,8650,20,2
mt90760,2332,14,2,0,73,68,1,184,2980,10,1
mt90549,1378,11,0,0,42,65,0,99,2559,2,0
mt90590,6127,14,0,0,81,205,0,376,5722,28,5
mt90522,1534,9,5,0,44,46,0,122,4385,17,0
mt98671,1393,2,0,0,34,17,0,36,1693,3,1
mt89788,3004,18,2,0,66,162,1,258,8656,11,0
mt89796,3328,35,7,5,115,231,3,457,13331,24,4
mt99015,3082,17,0,1,55,132,2,187,6301,15,1
mt90280,4802,21,2,2,91,221,1,254,10371,17,0
mt91006,590,4,0,0,12,26,0,42,1442,0,1
mt90425,1755,11,1,1,40,96,0,135,3995,10,1
mt90670,127067,416,148,41,2712,7573,80,16422,192100,1605,145
mt89800,1203,10,0,0,33,36,0,89,1934,0,0
mt90476,21730,68,9,11,313,828,6,1678,21725,81,5
mt98337,1950,5,1,1,26,59,0,120,2243,4,0
mt90697,4527,14,1,1,54,131,3,293,7126,8,3
mt90719,1988,12,1,0,41,56,0,184,2430,7,0
mt90786,1559,11,0,1,21,44,1,47,2815,9,0
mt99031,493,11,0,0,16,32,0,49,1512,2,1
mt90824,1231,4,0,1,22,34,0,60,2568,2,0
mt90778,1496,3,0,0,20,42,0,59,1425,2,1
mt90204,651,4,0,0,9,23,0,44,1250,1,0
mt99058,3024,34,2,5,72,165,0,259,12410,15,0
mt90832,2808,9,0,0,61,105,1,239,3019,11,1
mt99074,624,1,0,0,6,24,0,37,795,0,1
mt91081,963,8,0,1,20,30,1,56,2549,3,1
mt91103,801,2,0,0,16,19,0,35,2922,2,0
mt98698,918,4,0,1,24,55,1,66,1846,3,0
mt90913,2472,10,2,2,67,95,0,231,3572,18,1
mt90956,4687,30,3,0,104,267,1,489,9593,19,2
mt90565,3230,6,0,0,41,66,1,158,1963,3,0
mt89915,1393,5,1,0,41,54,0,120,3282,16,1
mt98191,4059,34,6,5,155,269,1,370,12362,15,1
mt90581,1240,13,1,0,26,50,1,99,3019,3,1
mt91898,2700,20,2,0,57,77,1,180,3667,8,0
mt98310,6915,26,3,3,163,316,6,539,15291,47,2
mt90301,1393,4,0,0,35,50,1,105,1478,2,0
mt90603,9278,37,4,4,144,545,3,647,25571,99,4
mt91057,739,2,0,0,10,28,0,36,836,1,0
mt98710,1397,12,0,0,49,48,0,74,4487,6,0
mt90620,2525,11,0,1,60,109,0,194,6661,11,0
mt91774,4326,42,5,2,85,204,8,407,9085,30,1
mt91170,2833,9,3,3,79,103,1,265,5659,7,2
mt91197,1775,4,1,0,29,56,0,149,1600,4,0
mt91219,6339,9,2,1,102,91,0,301,2782,9,1
mt90387,1255,16,1,0,28,78,1,131,4958,3,0
mt89818,1346,6,0,0,34,35,0,133,1156,2,0
mt98752,1855,25,2,0,54,104,1,221,4769,9,0
mt90140,1017,3,0,0,9,22,1,53,1706,3,0
mt90867,1144,8,0,0,21,37,0,79,1760,3,1
mt90166,779,5,0,0,22,30,0,53,1116,1,0
mt90123,875,1,1,0,36,20,0,30,2012,0,0
mt90360,1220,6,1,0,23,55,0,96,2925,4,1
mt90646,6198,20,0,4,91,299,1,493,17140,64,6
mt90964,737,2,2,0,12,34,0,35,894,2,0
mt98736,4680,13,2,0,46,141,1,223,3914,9,1
mt89826,625,2,0,0,9,16,1,47,1499,5,0
mt90883,1743,6,1,0,25,70,1,109,3554,6,0
mt91952,3411,9,3,0,79,204,1,220,7099,16,4
mt98795,713,3,0,0,24,49,0,88,1384,2,0
mt90808,1106,7,2,0,22,44,0,53,2557,2,0
mt90948,472,1,1,0,13,17,0,46,723,0,0
mt98779,1213,3,0,0,23,52,1,76,2463,8,0
mt89834,3295,23,1,0,85,125,0,275,7166,8,0
mt98833,2046,10,0,1,50,103,0,183,4330,9,0
mt91812,4444,19,3,1,89,133,0,325,5304,16,2
mt98817,6893,29,2,2,107,254,0,333,8720,21,2
mt90344,992,5,0,0,14,42,0,43,885,3,1
mt91294,11240,18,3,0,140,128,2,432,5830,11,1
mt90700,1546,8,2,0,33,56,0,110,1962,4,0
mt91332,843,1,1,0,11,20,0,45,504,7,0
mt89990,5367,57,1,3,158,355,2,642,16094,61,2
mt98850,2195,3,1,0,53,71,1,82,3165,3,1
mt91359,771,7,0,1,25,30,0,57,2049,3,0
mt98876,2474,11,3,1,35,44,0,98,2779,3,0
mt90182,1467,3,0,0,18,24,0,69,770,0,0
mt91391,4579,19,2,2,80,186,1,344,4467,9,4
mt98892,9203,66,6,3,165,534,4,845,27127,75,9
mt90069,2786,9,0,2,57,98,1,144,7473,11,0
mt98914,554,3,0,0,8,32,0,59,689,2,0
mt90662,1658,9,1,0,26,69,0,122,3157,3,1
mt90441,770,2,0,1,11,23,1,66,771,5,0
mt89958,1211,6,0,0,34,30,0,117,1523,2,0
mt89960,804,2,0,0,22,25,0,60,968,1,0
mt91510,43158,160,21,9,855,2159,12,3883,74582,343,32
mt91537,4949,15,0,0,92,108,1,299,4075,9,2
mt89974,737,1,0,1,14,28,0,66,1369,7,0
mt90107,634,5,0,1,13,26,1,68,2063,1,1
mt90980,419,2,0,0,9,17,0,21,821,2,0
mt91049,522,1,0,1,8,28,1,47,1032,1,0
mt91979,1854,5,1,0,34,73,0,80,1359,2,0
mt90328,717,3,1,0,14,35,1,48,901,1,0
mt89843,642,2,2,0,11,14,1,57,1042,3,0
mt91553,6753,7,3,1,124,111,1,513,5343,15,1
mt90727,3971,15,3,0,59,176,0,177,8572,26,2
mt90921,374,0,0,0,4,17,0,20,724,1,0
mt89850,18557,93,14,19,410,1337,19,1781,58474,308,19
mt98930,13457,44,6,3,212,569,6,881,35904,85,7
